,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value,causedeath.type,causedeath.value
3031,uri,http://www.wikidata.org/entity/Q6193620,en,literal,Jim Bellows,literal,Alzheimer's disease,literal,Alzheimer's disease
3032,uri,http://www.wikidata.org/entity/Q6194048,en,literal,Jim Carlen,literal,Alzheimer's disease,literal,Alzheimer's disease
3033,uri,http://www.wikidata.org/entity/Q6205562,en,literal,Joan Whitney Kramer,literal,Alzheimer's disease,literal,Alzheimer's disease
3034,uri,http://www.wikidata.org/entity/Q6205574,en,literal,Joan Winston,literal,Alzheimer's disease,literal,Alzheimer's disease
3035,uri,http://www.wikidata.org/entity/Q81233182,en,literal,Tom Rauffenbart,literal,HIV/AIDS,literal,chronic obstructive pulmonary disease
3036,uri,http://www.wikidata.org/entity/Q56762299,en,literal,Lee O'Denat,literal,"coronary artery disease, diabetes",literal,heart disease
3037,uri,http://www.wikidata.org/entity/Q1377901,en,literal,Mack Robinson,literal,"cardiac surgery, stroke",literal,"pneumonia, kidney failure, complications of diabetes mellitus"
3038,uri,http://www.wikidata.org/entity/Q56269201,en,literal,Najib Abdel Malak,literal,African trypanosomiasis,literal,African trypanosomiasis
3039,uri,http://www.wikidata.org/entity/Q61876224,en,literal,Carrie Ann Lucas,literal,"mitochondrial myopathy, muscular dystrophy, type-1 diabetes",literal,cardiac arrest
3040,uri,http://www.wikidata.org/entity/Q1356497,en,literal,Ernest Pintoff,literal,stroke,literal,stroke
3041,uri,http://www.wikidata.org/entity/Q57457060,en,literal,Fridi Martina,literal,amyotrophic lateral sclerosis,literal,amyotrophic lateral sclerosis
3042,uri,http://www.wikidata.org/entity/Q85900779,en,literal,Jens Nygaard Knudsen,literal,amyotrophic lateral sclerosis,literal,amyotrophic lateral sclerosis
3043,uri,http://www.wikidata.org/entity/Q65112956,en,literal,Chloe Sagal,literal,autism,literal,self-immolation
3044,uri,http://www.wikidata.org/entity/Q84238986,en,literal,Janne De Deyster,literal,epilepsy,literal,death by burning
3045,uri,http://www.wikidata.org/entity/Q60194724,en,literal,Bruce Corbitt,literal,esophageal cancer,literal,esophageal cancer
3046,uri,http://www.wikidata.org/entity/Q84821225,,literal,Q84821225,literal,blindness,literal,chronic kidney disease
3047,uri,http://www.wikidata.org/entity/Q51843930,en,literal,Hamdan Shalabi,literal,Alzheimer's disease,literal,cardiomegaly
3048,uri,http://www.wikidata.org/entity/Q54296628,en,literal,Anton van Dijk,literal,ballistic trauma,literal,ballistic trauma
3049,uri,http://www.wikidata.org/entity/Q64685862,en,literal,Richard Perry,literal,alcoholism,literal,ballistic trauma
3050,uri,http://www.wikidata.org/entity/Q74475261,en,literal,Laurel Griggs,literal,asthma,literal,status asthmaticus
3051,uri,http://www.wikidata.org/entity/Q75349931,en,literal,John Saxton,literal,major depressive disorder,literal,starvation
3052,uri,http://www.wikidata.org/entity/Q84584708,en,literal,Abdullah ibn Hamad al-Gar'awi,literal,"chronic kidney disease, diabetes, pneumonia",literal,kidney disease
3053,uri,http://www.wikidata.org/entity/Q54563681,en,literal,Magaly Gilles-Giovannoni,literal,HIV/AIDS,literal,death from AIDS-related complications
3054,uri,http://www.wikidata.org/entity/Q55681462,en,literal,Brian Buczak,literal,HIV/AIDS,literal,death from AIDS-related complications
3055,uri,http://www.wikidata.org/entity/Q56461797,en,literal,Dru Stix,literal,HIV/AIDS,literal,death from AIDS-related complications
3056,uri,http://www.wikidata.org/entity/Q57418896,en,literal,Dennis Riley,literal,HIV/AIDS,literal,death from AIDS-related complications
3057,uri,http://www.wikidata.org/entity/Q58640157,en,literal,Adam Johnson,literal,HIV/AIDS,literal,death from AIDS-related complications
3058,uri,http://www.wikidata.org/entity/Q60754678,en,literal,Michael Hardwick,literal,HIV/AIDS,literal,death from AIDS-related complications
3059,uri,http://www.wikidata.org/entity/Q64647152,en,literal,John Van Ryzin,literal,HIV/AIDS,literal,death from AIDS-related complications
3060,uri,http://www.wikidata.org/entity/Q65673977,en,literal,Deolus W. Husband,literal,HIV/AIDS,literal,death from AIDS-related complications
3061,uri,http://www.wikidata.org/entity/Q52637853,en,literal,Elizabeth Karlin,literal,brain tumor,literal,brain cancer
3062,uri,http://www.wikidata.org/entity/Q83421697,en,literal,Frank W. Fox,literal,post-traumatic stress disorder,literal,fall
3063,uri,http://www.wikidata.org/entity/Q1376466,en,literal,Jonas Biliūnas,literal,tuberculosis,literal,tuberculosis
3064,uri,http://www.wikidata.org/entity/Q1376566,en,literal,"Louis Charles, Count of Beaujolais",literal,tuberculosis,literal,tuberculosis
3065,uri,http://www.wikidata.org/entity/Q1385042,en,literal,Vasil Aprilov,literal,tuberculosis,literal,tuberculosis
3066,uri,http://www.wikidata.org/entity/Q1387086,en,literal,Gabriel Dupont,literal,tuberculosis,literal,tuberculosis
3067,uri,http://www.wikidata.org/entity/Q1390715,en,literal,Harilal Gandhi,literal,tuberculosis,literal,tuberculosis
3068,uri,http://www.wikidata.org/entity/Q1393466,en,literal,Mohammad-Taqi Bahar,literal,tuberculosis,literal,tuberculosis
3069,uri,http://www.wikidata.org/entity/Q1394572,en,literal,Juan Montalvo,literal,tuberculosis,literal,tuberculosis
3070,uri,http://www.wikidata.org/entity/Q1396821,en,literal,Hone Heke,literal,tuberculosis,literal,tuberculosis
3071,uri,http://www.wikidata.org/entity/Q84313192,en,literal,Lee Gannon,literal,HIV/AIDS,literal,car accident
3072,uri,http://www.wikidata.org/entity/Q5856671,en,literal,Richard Benjamin Harrison,literal,Parkinson's disease,literal,Parkinson's disease
3073,uri,http://www.wikidata.org/entity/Q5921041,en,literal,Howard Thomas Markey,literal,Parkinson's disease,literal,Parkinson's disease
3074,uri,http://www.wikidata.org/entity/Q5933696,en,literal,Hugo Adam Bedau,literal,Parkinson's disease,literal,Parkinson's disease
3075,uri,http://www.wikidata.org/entity/Q6062994,en,literal,Ion Cojar,literal,Parkinson's disease,literal,Parkinson's disease
3076,uri,http://www.wikidata.org/entity/Q6110080,en,literal,Jabe Thomas,literal,Parkinson's disease,literal,Parkinson's disease
3077,uri,http://www.wikidata.org/entity/Q6113540,en,literal,Jack Kuehler,literal,Parkinson's disease,literal,Parkinson's disease
3078,uri,http://www.wikidata.org/entity/Q6114714,en,literal,Jack R. Fenton,literal,Parkinson's disease,literal,Parkinson's disease
3079,uri,http://www.wikidata.org/entity/Q6120201,en,literal,Jacqueline S. Moore,literal,Parkinson's disease,literal,Parkinson's disease
3080,uri,http://www.wikidata.org/entity/Q6130819,en,literal,James C. Weaver,literal,Parkinson's disease,literal,Parkinson's disease
3081,uri,http://www.wikidata.org/entity/Q6166645,en,literal,Jay Gluck,literal,Parkinson's disease,literal,Parkinson's disease
3082,uri,http://www.wikidata.org/entity/Q6176030,en,literal,Jeffrey Hamm,literal,Parkinson's disease,literal,Parkinson's disease
3083,uri,http://www.wikidata.org/entity/Q58338161,en,literal,Dorothy Burns,literal,multiple sclerosis,literal,drug overdose
3084,uri,http://www.wikidata.org/entity/Q63226189,en,literal,Ken Scudder,literal,attention deficit hyperactivity disorder,literal,brain injury
3085,uri,http://www.wikidata.org/entity/Q73832036,en,literal,Abdul-Hussein Vakili,literal,gastrointestinal system cancer,literal,gastrointestinal system disease
3086,uri,http://www.wikidata.org/entity/Q55998474,en,literal,Princess María Teresa of Bourbon-Parma,literal,COVID-19,literal,COVID-19
3087,uri,http://www.wikidata.org/entity/Q56065399,en,literal,Shaheen Raza,literal,COVID-19,literal,COVID-19
3088,uri,http://www.wikidata.org/entity/Q56678450,en,literal,Dick Hinch,literal,COVID-19,literal,COVID-19
3089,uri,http://www.wikidata.org/entity/Q57973856,en,literal,Ambrose Mandvulo Dlamini,literal,COVID-19,literal,COVID-19
3090,uri,http://www.wikidata.org/entity/Q59387154,en,literal,Dennis G. Peters,literal,COVID-19,literal,COVID-19
3091,uri,http://www.wikidata.org/entity/Q60428775,en,literal,Ron Wright,literal,"COVID-19, lung cancer",literal,COVID-19
3092,uri,http://www.wikidata.org/entity/Q61161331,en,literal,Stephen Schwartz,literal,COVID-19,literal,COVID-19
3093,uri,http://www.wikidata.org/entity/Q61707992,en,literal,Stephen C. de St. Jeor,literal,COVID-19,literal,COVID-19
3094,uri,http://www.wikidata.org/entity/Q61746483,en,literal,Pierre Housieaux,literal,COVID-19,literal,COVID-19
3095,uri,http://www.wikidata.org/entity/Q63381257,en,literal,Pascal Monkam,literal,COVID-19,literal,COVID-19
3096,uri,http://www.wikidata.org/entity/Q66765131,en,literal,Ramesh Tikaram,literal,poliomyelitis,literal,COVID-19
3097,uri,http://www.wikidata.org/entity/Q69908032,en,literal,Charles Bukeko,literal,type-1 diabetes,literal,COVID-19
3098,uri,http://www.wikidata.org/entity/Q84497471,en,literal,Li Wenliang,literal,COVID-19,literal,COVID-19
3099,uri,http://www.wikidata.org/entity/Q84737258,en,literal,Hong Ling,literal,COVID-19,literal,COVID-19
3100,uri,http://www.wikidata.org/entity/Q84975812,en,literal,Yoshio Tateishi,literal,COVID-19,literal,COVID-19
3101,uri,http://www.wikidata.org/entity/Q85005219,en,literal,Lin Zhengbin,literal,COVID-19,literal,COVID-19
3102,uri,http://www.wikidata.org/entity/Q85098459,en,literal,Mohammad-Reza Rahchamani,literal,COVID-19,literal,COVID-19
3103,uri,http://www.wikidata.org/entity/Q85245727,en,literal,Liang Wudong,literal,"COVID-19, atrial fibrillation, heart arrhythmia",literal,COVID-19
3104,uri,http://www.wikidata.org/entity/Q85332141,en,literal,Liu Shouxiang,literal,COVID-19,literal,COVID-19
3105,uri,http://www.wikidata.org/entity/Q85354114,en,literal,Wang Xianliang,literal,COVID-19,literal,COVID-19
3106,uri,http://www.wikidata.org/entity/Q85504174,en,literal,Liu Zhiming,literal,COVID-19,literal,COVID-19
3107,uri,http://www.wikidata.org/entity/Q85853305,en,literal,Xu Defu,literal,COVID-19,literal,COVID-19
3108,uri,http://www.wikidata.org/entity/Q85853522,en,literal,Xiao Jun,literal,COVID-19,literal,COVID-19
3109,uri,http://www.wikidata.org/entity/Q85853556,en,literal,Peng Yinhua,literal,COVID-19,literal,COVID-19
3110,uri,http://www.wikidata.org/entity/Q85881430,en,literal,Liu Fan,literal,COVID-19,literal,COVID-19
3111,uri,http://www.wikidata.org/entity/Q85969531,en,literal,Habibullah Peiravi,literal,COVID-19,literal,COVID-19
3112,uri,http://www.wikidata.org/entity/Q86206276,en,literal,Xia Sisi,literal,COVID-19,literal,COVID-19
3113,uri,http://www.wikidata.org/entity/Q86206710,en,literal,Huang Wenjun,literal,COVID-19,literal,COVID-19
3114,uri,http://www.wikidata.org/entity/Q86426444,en,literal,Sami Shousha,literal,COVID-19,literal,COVID-19
3115,uri,http://www.wikidata.org/entity/Q86709709,en,literal,Mohammad Ali Ramazani Dastak,literal,COVID-19,literal,COVID-19
3116,uri,http://www.wikidata.org/entity/Q87072653,en,literal,Gonzalo Cerezo Barredo,literal,COVID-19,literal,COVID-19
3117,uri,http://www.wikidata.org/entity/Q87219910,en,literal,Valerio Moro,literal,COVID-19,literal,COVID-19
3118,uri,http://www.wikidata.org/entity/Q87511491,en,literal,Lee Cha-su,literal,COVID-19,literal,COVID-19
3119,uri,http://www.wikidata.org/entity/Q87558710,en,literal,Roberto Stella,literal,COVID-19,literal,COVID-19
3120,uri,http://www.wikidata.org/entity/Q87652750,en,literal,Nasser Shabani,literal,COVID-19,literal,COVID-19
3121,uri,http://www.wikidata.org/entity/Q87830378,en,literal,Francesco Saverio Pavone,literal,COVID-19,literal,COVID-19
3122,uri,http://www.wikidata.org/entity/Q87849018,en,literal,Jiang Xueqing,literal,COVID-19,literal,COVID-19
3123,uri,http://www.wikidata.org/entity/Q87975501,en,literal,Narjes Khanalizadeh,literal,COVID-19,literal,COVID-19
3124,uri,http://www.wikidata.org/entity/Q87975990,en,literal,Reza Mohammadi Langroudi,literal,COVID-19,literal,COVID-19
3125,uri,http://www.wikidata.org/entity/Q87976706,en,literal,Esmail Yazdi,literal,COVID-19,literal,COVID-19
3126,uri,http://www.wikidata.org/entity/Q88094808,en,literal,Antonio Michele Stanca,literal,COVID-19,literal,COVID-19
3127,uri,http://www.wikidata.org/entity/Q88179804,en,literal,Joan Cuadrench i Aragonès,literal,COVID-19,literal,COVID-19
3128,uri,http://www.wikidata.org/entity/Q88181154,en,literal,Aileen Baviera,literal,COVID-19,literal,COVID-19
3129,uri,http://www.wikidata.org/entity/Q88196412,en,literal,António Vieira Monteiro,literal,COVID-19,literal,COVID-19
3130,uri,http://www.wikidata.org/entity/Q88206609,en,literal,Jean Leber,literal,COVID-19,literal,COVID-19
3131,uri,http://www.wikidata.org/entity/Q5859691,en,literal,Fernando Gómez García,literal,cancer,literal,cancer
3132,uri,http://www.wikidata.org/entity/Q5949684,en,literal,Juan Gallardo,literal,cancer,literal,cancer
3133,uri,http://www.wikidata.org/entity/Q1334667,en,literal,Nicholas Culpeper,literal,tuberculosis,literal,tuberculosis
3134,uri,http://www.wikidata.org/entity/Q1338726,en,literal,Emmett Hardy,literal,tuberculosis,literal,tuberculosis
3135,uri,http://www.wikidata.org/entity/Q1343394,en,literal,Ennio de Concini,literal,tuberculosis,literal,tuberculosis
3136,uri,http://www.wikidata.org/entity/Q1348713,en,literal,Shinzaburō Iketani,literal,tuberculosis,literal,tuberculosis
3137,uri,http://www.wikidata.org/entity/Q1351701,en,literal,Mir Sultan Khan,literal,tuberculosis,literal,tuberculosis
3138,uri,http://www.wikidata.org/entity/Q1352107,en,literal,Joseph Pignatelli,literal,tuberculosis,literal,tuberculosis
3139,uri,http://www.wikidata.org/entity/Q1354130,en,literal,Wallace Thurman,literal,"alcoholism, tuberculosis",literal,tuberculosis
3140,uri,http://www.wikidata.org/entity/Q1354569,en,literal,Ladislav Klíma,literal,tuberculosis,literal,tuberculosis
3141,uri,http://www.wikidata.org/entity/Q1362457,en,literal,Jean-Baptiste Louvet de Couvrai,literal,tuberculosis,literal,tuberculosis
3142,uri,http://www.wikidata.org/entity/Q1371063,en,literal,Timothy H. O'Sullivan,literal,tuberculosis,literal,tuberculosis
3143,uri,http://www.wikidata.org/entity/Q1373980,en,literal,Max Otto Koischwitz,literal,tuberculosis,literal,tuberculosis
3144,uri,http://www.wikidata.org/entity/Q1375758,en,literal,William Stimpson,literal,tuberculosis,literal,tuberculosis
3145,uri,http://www.wikidata.org/entity/Q5984144,en,literal,Luis Parodi,literal,cerebral hemorrhage,literal,disease
3146,uri,http://www.wikidata.org/entity/Q5873698,en,literal,Gabriela Laperrière de Coni,literal,tuberculosis,literal,"myocardial infarction, tuberculosis"
3147,uri,http://www.wikidata.org/entity/Q6137392,en,literal,Súper Taldo,literal,Tourette syndrome,literal,myocardial infarction
3148,uri,http://www.wikidata.org/entity/Q6144697,en,literal,James Vorenberg,literal,Parkinson's disease,literal,myocardial infarction
3149,uri,http://www.wikidata.org/entity/Q6205285,en,literal,Joan McCracken,literal,type-1 diabetes,literal,myocardial infarction
3150,uri,http://www.wikidata.org/entity/Q6004244,en,literal,Nelson Ned,literal,dwarfism,literal,pneumonia
3151,uri,http://www.wikidata.org/entity/Q6161547,en,literal,Victoria Rodríguez,literal,dementia,literal,pneumonia
3152,uri,http://www.wikidata.org/entity/Q1344237,en,literal,Leo McKern,literal,one-eyed,literal,diabetes
3153,uri,http://www.wikidata.org/entity/Q1354341,en,literal,Paul Pena,literal,blindness,literal,diabetes
3154,uri,http://www.wikidata.org/entity/Q1389012,en,literal,Omar Abdel-Rahman,literal,blindness,literal,diabetes
3155,uri,http://www.wikidata.org/entity/Q1397375,en,literal,Francis Hopkinson,literal,epilepsy,literal,epilepsy
3156,uri,http://www.wikidata.org/entity/Q1354261,en,literal,Ray Dolby,literal,Alzheimer's disease,literal,leukemia
3157,uri,http://www.wikidata.org/entity/Q1370344,en,literal,Piergiorgio Welby,literal,muscular dystrophy,literal,euthanasia
3158,uri,http://www.wikidata.org/entity/Q1390624,en,literal,Jesper Juul,literal,"neurological disorder, paralysis",literal,infection
3159,uri,http://www.wikidata.org/entity/Q5733811,en,literal,Herbert Coleridge,literal,tuberculosis,literal,tuberculosis
3160,uri,http://www.wikidata.org/entity/Q5739990,en,literal,Herman Long,literal,tuberculosis,literal,tuberculosis
3161,uri,http://www.wikidata.org/entity/Q5769290,en,literal,Hiram Sinsabaugh,literal,tuberculosis,literal,tuberculosis
3162,uri,http://www.wikidata.org/entity/Q5877602,en,literal,Hōhepa Te Umuroa,literal,tuberculosis,literal,tuberculosis
3163,uri,http://www.wikidata.org/entity/Q5892750,en,literal,Honda Tadatoki,literal,tuberculosis,literal,tuberculosis
3164,uri,http://www.wikidata.org/entity/Q5893174,en,literal,Hone Heke Ngapua,literal,tuberculosis,literal,tuberculosis
3165,uri,http://www.wikidata.org/entity/Q5927265,en,literal,Hubert Duggan,literal,tuberculosis,literal,tuberculosis
3166,uri,http://www.wikidata.org/entity/Q5932035,en,literal,Hugh Morris,literal,tuberculosis,literal,tuberculosis
3167,uri,http://www.wikidata.org/entity/Q5932081,en,literal,Hugh Murray,literal,tuberculosis,literal,tuberculosis
3168,uri,http://www.wikidata.org/entity/Q5932822,en,literal,William Henry Lambton,literal,tuberculosis,literal,tuberculosis
3169,uri,http://www.wikidata.org/entity/Q5979121,en,literal,James Masterson,literal,tuberculosis,literal,tuberculosis
3170,uri,http://www.wikidata.org/entity/Q5993024,en,literal,Ignjat Job,literal,tuberculosis,literal,tuberculosis
3171,uri,http://www.wikidata.org/entity/Q6077211,en,literal,Reşit Galip,literal,tuberculosis,literal,tuberculosis
3172,uri,http://www.wikidata.org/entity/Q6105547,en,literal,J. Edward Hall,literal,tuberculosis,literal,tuberculosis
3173,uri,http://www.wikidata.org/entity/Q6119206,en,literal,Jacob Rutsen Hardenbergh,literal,tuberculosis,literal,tuberculosis
3174,uri,http://www.wikidata.org/entity/Q6124992,en,literal,Jake Siemens,literal,tuberculosis,literal,tuberculosis
3175,uri,http://www.wikidata.org/entity/Q6128039,en,literal,James A. Bland,literal,tuberculosis,literal,tuberculosis
3176,uri,http://www.wikidata.org/entity/Q6130152,en,literal,James Brady,literal,tuberculosis,literal,tuberculosis
3177,uri,http://www.wikidata.org/entity/Q6133901,en,literal,James Firth,literal,tuberculosis,literal,tuberculosis
3178,uri,http://www.wikidata.org/entity/Q6138307,en,literal,James Luttrell,literal,tuberculosis,literal,tuberculosis
3179,uri,http://www.wikidata.org/entity/Q6138831,en,literal,James Maitland Balfour,literal,tuberculosis,literal,tuberculosis
3180,uri,http://www.wikidata.org/entity/Q6144917,en,literal,James W. Stephenson,literal,tuberculosis,literal,tuberculosis
3181,uri,http://www.wikidata.org/entity/Q6172736,en,literal,Jedediah Vincent Huntington,literal,tuberculosis,literal,tuberculosis
3182,uri,http://www.wikidata.org/entity/Q6178021,en,literal,Jennie McGraw,literal,tuberculosis,literal,tuberculosis
3183,uri,http://www.wikidata.org/entity/Q6178041,en,literal,Jennie Yeamans,literal,tuberculosis,literal,tuberculosis
3184,uri,http://www.wikidata.org/entity/Q6180829,en,literal,Jeremiah Evarts,literal,tuberculosis,literal,tuberculosis
3185,uri,http://www.wikidata.org/entity/Q6192330,en,literal,Jiggs Parrott,literal,tuberculosis,literal,tuberculosis
3186,uri,http://www.wikidata.org/entity/Q6195017,en,literal,Jim Fogarty,literal,tuberculosis,literal,tuberculosis
3187,uri,http://www.wikidata.org/entity/Q6195390,en,literal,Jim Hall,literal,tuberculosis,literal,tuberculosis
3188,uri,http://www.wikidata.org/entity/Q1380926,en,literal,Screaming Lord Sutch,literal,bipolar disorder,literal,hanging
3189,uri,http://www.wikidata.org/entity/Q1325716,en,literal,Eldridge Cleaver,literal,addiction,literal,prostate cancer
3190,uri,http://www.wikidata.org/entity/Q1335349,en,literal,Mano Solo,literal,HIV/AIDS,literal,"aneurysm, death from AIDS-related complications"
3191,uri,http://www.wikidata.org/entity/Q1336472,en,literal,Joseph Paul Franklin,literal,blindness,literal,lethal injection
3192,uri,http://www.wikidata.org/entity/Q1352339,en,literal,Danny Rolling,literal,borderline personality disorder,literal,lethal injection
3193,uri,http://www.wikidata.org/entity/Q1364334,en,literal,Tommy Lynn Sells,literal,"personality disorder, bipolar disorder",literal,lethal injection
3194,uri,http://www.wikidata.org/entity/Q1381697,en,literal,Gaëtan Dugas,literal,"Kaposi's sarcoma, HIV/AIDS",literal,"kidney failure, death from AIDS-related complications"
3195,uri,http://www.wikidata.org/entity/Q1400515,en,literal,Geoffrey Gurrumul Yunupingu,literal,blindness,literal,kidney failure
3196,uri,http://www.wikidata.org/entity/Q1351968,en,literal,Jack Arnold,literal,atherosclerosis,literal,arteriosclerosis
3197,uri,http://www.wikidata.org/entity/Q1329533,en,literal,Elina Pohjanpää,literal,próstat desease,literal,próstat desease
3198,uri,http://www.wikidata.org/entity/Q1336734,en,literal,Ior Bock,literal,tetraplegia,literal,knifing
3199,uri,http://www.wikidata.org/entity/Q1387241,en,literal,Giant Baba,literal,gigantism,literal,liver failure
3200,uri,http://www.wikidata.org/entity/Q1387214,en,literal,James Brady,literal,"paraplegia, paralysis",literal,ballistic trauma
3201,uri,http://www.wikidata.org/entity/Q1389242,en,literal,Theodore Hall,literal,Parkinson's disease,literal,kidney cancer
3202,uri,http://www.wikidata.org/entity/Q1332391,en,literal,Infante Gonzalo of Spain,literal,hemophilia B,literal,exsanguination
3203,uri,http://www.wikidata.org/entity/Q1334295,en,literal,Howard Ashman,literal,HIV/AIDS,literal,death from AIDS-related complications
3204,uri,http://www.wikidata.org/entity/Q1353482,en,literal,Ralph Albert Blakelock,literal,paranoid schizophrenia,literal,atherosclerosis
3205,uri,http://www.wikidata.org/entity/Q1320080,en,literal,Ken Shimura,literal,COVID-19,literal,COVID-19
3206,uri,http://www.wikidata.org/entity/Q1366768,en,literal,"Tom Lister, Jr.",literal,blindness,literal,COVID-19
3207,uri,http://www.wikidata.org/entity/Q1383590,en,literal,Patrick Devedjian,literal,COVID-19,literal,COVID-19
3208,uri,http://www.wikidata.org/entity/Q1346145,en,literal,Giuseppe Abbati,literal,one-eyed,literal,infectious disease
3209,uri,http://www.wikidata.org/entity/Q1355622,en,literal,Tony Lazzeri,literal,epilepsy,literal,fall
3210,uri,http://www.wikidata.org/entity/Q1373929,en,literal,Robert Kearns,literal,Alzheimer's disease,literal,brain cancer
3211,uri,http://www.wikidata.org/entity/Q1385992,en,literal,Michael Wilding,literal,epilepsy,literal,fall
3212,uri,http://www.wikidata.org/entity/Q562495,en,literal,Dean Benedetti,literal,myasthenia gravis,literal,myasthenia gravis
3213,uri,http://www.wikidata.org/entity/Q5858305,en,literal,Felipe Michelini,literal,burn,literal,burn
3214,uri,http://www.wikidata.org/entity/Q628679,en,literal,Grand Duke Michael Mikhailovich of Russia,literal,influenza,literal,influenza
3215,uri,http://www.wikidata.org/entity/Q635716,en,literal,Prince Baudouin of Belgium,literal,1889–1890 pandemic,literal,influenza
3216,uri,http://www.wikidata.org/entity/Q639665,en,literal,Harald Kidde,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
3217,uri,http://www.wikidata.org/entity/Q6122715,en,literal,Jago Eliot,literal,epilepsy,literal,epilepsy
3218,uri,http://www.wikidata.org/entity/Q567372,en,literal,Jacques Lusseyran,literal,blindness,literal,traffic collision
3219,uri,http://www.wikidata.org/entity/Q649801,en,literal,Fred Moore,literal,alcoholism,literal,"traffic collision, internal bleeding"
3220,uri,http://www.wikidata.org/entity/Q535308,en,literal,George Russell,literal,Alzheimer's disease,literal,Alzheimer's disease
3221,uri,http://www.wikidata.org/entity/Q536677,en,literal,Kaúlza de Arriaga,literal,Alzheimer's disease,literal,Alzheimer's disease
3222,uri,http://www.wikidata.org/entity/Q547983,en,literal,June Bronhill,literal,Alzheimer's disease,literal,Alzheimer's disease
3223,uri,http://www.wikidata.org/entity/Q548269,en,literal,Chinesinho,literal,Alzheimer's disease,literal,Alzheimer's disease
3224,uri,http://www.wikidata.org/entity/Q555531,en,literal,Paddy Roy Bates,literal,Alzheimer's disease,literal,Alzheimer's disease
3225,uri,http://www.wikidata.org/entity/Q573913,en,literal,Anthony Rolfe Johnson,literal,Alzheimer's disease,literal,Alzheimer's disease
3226,uri,http://www.wikidata.org/entity/Q579498,en,literal,Yafa Yarkoni,literal,Alzheimer's disease,literal,Alzheimer's disease
3227,uri,http://www.wikidata.org/entity/Q591773,en,literal,George Knobel,literal,Alzheimer's disease,literal,Alzheimer's disease
3228,uri,http://www.wikidata.org/entity/Q596137,en,literal,Gerry Anderson,literal,Alzheimer's disease,literal,Alzheimer's disease
3229,uri,http://www.wikidata.org/entity/Q597128,en,literal,Pierre Michelot,literal,Alzheimer's disease,literal,Alzheimer's disease
3230,uri,http://www.wikidata.org/entity/Q6038822,en,literal,"Sir Arthur Pearson, 1st Baronet",literal,blindness,literal,drowning
3231,uri,http://www.wikidata.org/entity/Q6170445,en,literal,Jean Clemens,literal,epilepsy,literal,drowning
3232,uri,http://www.wikidata.org/entity/Q6108007,en,literal,Ricardo Barreda,literal,Alzheimer's disease,literal,cardiac arrest
3233,uri,http://www.wikidata.org/entity/Q5903411,en,literal,Jyrki Kasvi,literal,bladder cancer,literal,bladder cancer
3234,uri,http://www.wikidata.org/entity/Q6081875,en,literal,Suna Kıraç,literal,amyotrophic lateral sclerosis,literal,amyotrophic lateral sclerosis
3235,uri,http://www.wikidata.org/entity/Q5980511,en,literal,Iain MacKintosh,literal,Parkinson's disease,literal,laryngeal cancer
3236,uri,http://www.wikidata.org/entity/Q5932123,en,literal,Hugh O'Connor,literal,"Hodgkin lymphoma, non-controlled substance abuse",literal,ballistic trauma
3237,uri,http://www.wikidata.org/entity/Q6132035,en,literal,James Cunningham,literal,silicosis,literal,vascular disease
3238,uri,http://www.wikidata.org/entity/Q530928,en,literal,Leonard Pennario,literal,Parkinson's disease,literal,Parkinson's disease
3239,uri,http://www.wikidata.org/entity/Q544016,en,literal,Norman Panama,literal,Parkinson's disease,literal,Parkinson's disease
3240,uri,http://www.wikidata.org/entity/Q547056,en,literal,Herta Ware,literal,Parkinson's disease,literal,Parkinson's disease
3241,uri,http://www.wikidata.org/entity/Q550521,en,literal,Chester Himes,literal,Parkinson's disease,literal,Parkinson's disease
3242,uri,http://www.wikidata.org/entity/Q551783,en,literal,Roger Peyrefitte,literal,Parkinson's disease,literal,Parkinson's disease
3243,uri,http://www.wikidata.org/entity/Q552019,en,literal,George C. Williams,literal,Parkinson's disease,literal,Parkinson's disease
3244,uri,http://www.wikidata.org/entity/Q552483,en,literal,Hans-Jochen Vogel,literal,Parkinson's disease,literal,Parkinson's disease
3245,uri,http://www.wikidata.org/entity/Q554094,en,literal,Guy Kibbee,literal,Parkinson's disease,literal,Parkinson's disease
3246,uri,http://www.wikidata.org/entity/Q570352,en,literal,Al Kasha,literal,Parkinson's disease,literal,Parkinson's disease
3247,uri,http://www.wikidata.org/entity/Q615962,en,literal,Bill Reid,literal,Parkinson's disease,literal,Parkinson's disease
3248,uri,http://www.wikidata.org/entity/Q5800012,en,literal,David Gistau Retes,literal,subdural hematoma,literal,subdural hematoma
3249,uri,http://www.wikidata.org/entity/Q5880211,en,literal,Giovanny Romero Infante,literal,HIV/AIDS,literal,death from AIDS-related complications
3250,uri,http://www.wikidata.org/entity/Q5896244,en,literal,Hernán Pinto,literal,COVID-19,literal,COVID-19
3251,uri,http://www.wikidata.org/entity/Q5930117,en,literal,Jesús Fichamba,literal,SARS-CoV-2,literal,COVID-19
3252,uri,http://www.wikidata.org/entity/Q5939731,en,literal,José Folgado,literal,COVID-19,literal,COVID-19
3253,uri,http://www.wikidata.org/entity/Q5946269,en,literal,Fatemeh Rahbar,literal,COVID-19,literal,COVID-19
